simpleid,ID,CVCL,GDSC,CCLE,GNE,PharmacoGX_ID,SRR,EGAF,EGAN,gCSI_RNA
RAMOS2G64C10,Ramos-2G6-4C10,CVCL_1646,Ramos-2G6-4C10.cel,NA,NA,Ramos.2G6.4C10,NA,EGAF00000866052,EGAN00001266224,NA
RCC10RGB,RCC10RGB,CVCL_1647,RCC10RGB.cel,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E05_592792,NA,RCC10RGB,SRR8615964,NA,NA,NA
RCC4,RCC-4,CVCL_0498,NA,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F08_780382,NA,NA,NA,NA,NA,NA
RCCAB,RCC-AB,CVCL_5868,RCC-AB.cel,NA,NA,NA,NA,EGAF00000826250,EGAN00001253222,NA
RCCER,RCC-ER,CVCL_5870,RCC-ER.cel,NA,NA,NA,NA,EGAF00000866053,EGAN00001266225,NA
RCCFG2,RCC-FG2,CVCL_5873,RCC-FG2.cel,NA,NA,NA,NA,EGAF00000866054,EGAN00001266226,NA
RCCJF,RCC-JF,CVCL_5879,RCC-JF.cel,NA,NA,NA,NA,EGAF00000826251,EGAN00001253223,NA
RCCJW,RCC-JW,CVCL_5880,RCC-JW.cel,NA,NA,NA,NA,EGAF00000826252,EGAN00001253224,NA
RCCMF,RCC-MF,CVCL_5884,RCC-MF.cel,NA,NA,NA,NA,EGAF00000826253,EGAN00001253225,NA
RCHACV,RCH-ACV,CVCL_1851,RCH-ACV.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_H05_542822,NA,RCH-ACV,SRR8615965,NA,NA,NA
RCK8,RC-K8,CVCL_1883,RC-K8.cel,NA,Unk113,RC-K8,NA,EGAF00000866055,EGAN00001266227,587633_1
RCM1,RCM-1,CVCL_1648,RCM-1.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C04_464574,Unk626,RCM-1 [Human rectum adenocarcinoma],SRR8615593,NA,NA,639166_1
RD,RD,CVCL_1649,RD.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D11_542974,NA,RD,SRR8615595,NA,NA,NA
RDES,RD-ES,CVCL_2169,NA,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E09_335300,NA,RD-ES,SRR8615592,NA,NA,NA
REC1,REC-1,CVCL_1884,NA,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G10_490492,Unk115,REC-1,SRR8615594,NA,NA,587634_1
REH,Reh,CVCL_1650,REH.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C09_437274,NA,Reh,SRR8615597,NA,NA,NA
RERFGC1B,RERF-GC-1B,CVCL_3152,RERF-GC-1B.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G02_464676,Unk59,RERF-GC-1B,SRR8615596,NA,NA,587024_1
RERFLCAD1,RERF-LC-Ad1,CVCL_1651,NA,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C09_293344,NA,RERF-LC-Ad1,SRR8615599,NA,NA,NA
RERFLCAD2,RERF-LC-Ad2,CVCL_1652,NA,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G01_437428,NA,RERF-LC-Ad2,SRR8615598,NA,NA,NA
RERFLCAI,RERF-LC-AI,CVCL_4402,NA,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E07_246718,NA,RERF-LC-A1,SRR8615591,NA,NA,NA
RERFLCFM,RERF-LC-FM,CVCL_1653,RERF-LC-FM.cel,NA,NA,RERF-LC-FM,NA,NA,NA,NA
RERFLCKJ,RERF-LC-KJ,CVCL_1654,RERF-LC-KJ.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C08_464564,Unk259,RERF-LC-KJ,SRR8615590,NA,NA,635977_1
RERFLCMS,RERF-LC-MS,CVCL_1655,RERF-LC-MS.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D12_293374,Unk60,RERF-LC-MS,SRR8615993,NA,NA,587596_1
RERFLCOK,RERF-LC-OK,CVCL_3154,NA,NA,Unk469,NA,NA,NA,NA,635978_1
RERFLCSQ1,RERF-LC-Sq1,CVCL_1656,RERF-LC-Sq1.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A09_437332,NA,RERF-LC-Sq1,SRR8615797,NA,NA,NA
RF48,RF-48,CVCL_1657,ega-box-03_RF-48.cel,NA,NA,RF-48,NA,EGAF00000866056,EGAN00001266228,NA
RH1,RH-1,CVCL_1658,RH-1.cel,NA,NA,Rh1,NA,EGAF00000867541,EGAN00001266229,NA
RH18,RH-18,CVCL_1659,RH-18.cel,NA,NA,Rh18,SRR8615718,NA,NA,NA
RH30,RH-30,CVCL_0041,NA,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F07_490390,NA,Rh30,SRR8615722,NA,NA,NA
RH41,RH-41,CVCL_2176,RH-41.cel,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F11_698574,NA,Rh41,SRR8615800,NA,NA,NA
RI1,Ri-1,CVCL_1885,NA,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D04_490498,Unk116,Ri-1,SRR8615801,NA,NA,587635_1
RKN,RKN,CVCL_3156,RKN.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G04_437426,Unk639,RKN,SRR8616094,NA,NA,639213_1
RKO,RKO,CVCL_0504,ega-box-03_RKO.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F06_437212,Unk89,RKO,SRR8615803,EGAF00000660868,EGAN00001202178,587508_1
RKOAS451,RKO-AS45.1,CVCL_3786,NA,NA,NA,NA,NA,NA,NA,NA
RKOE6,RKO-E6,CVCL_3787,NA,NA,Unk592,NA,NA,NA,NA,636437_1
RL,RL,CVCL_1660,RL.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D07_246694,Unk117,RL,SRR8615747,NA,NA,587638_1
RL952,RL95-2,CVCL_0505,RL95-2.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F11_256142,NA,RL95-2,SRR8615743,NA,NA,NA
RMGI,RMG-I,CVCL_1662,RMG-I.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F10_246748,Unk627,RMG-I,SRR8615439,NA,NA,639214_1
RMUGS,RMUG-S,CVCL_3158,NA,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D01_256074,Unk641,NA,SRR8615438,NA,NA,639215_1
RO82W1,RO82-W-1,CVCL_0582,RO82-W-1.cel,NA,NA,NA,NA,EGAF00000826254,EGAN00001253226,NA
ROS50,ROS-50,CVCL_1887,ROS-50.cel,NA,NA,ROS-50,NA,EGAF00000867542,EGAN00001266230,NA
RPMI2650,RPMI-2650,CVCL_1664,RPMI-2650.cel,NA,Unk529,RPMI-2650,NA,EGAF00000867543,EGAN00001266231,636836_1
RPMI6666,RPMI-6666,CVCL_1665,RPMI-6666.cel,NA,NA,RPMI-6666,NA,EGAF00000867544,EGAN00001266232,NA
RPMI7951,RPMI-7951,CVCL_1666,NA,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H05_293456,Unk100,RPMI-7951,SRR8615437,NA,NA,587741_1
RPMI8226,RPMI-8226,CVCL_0014,RPMI-8226.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B07_246646,Unk288,RPMI-8226,SRR8616028,NA,NA,635617_1
RPMI8402,RPMI-8402,CVCL_1667,RPMI-8402.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F08_490420,NA,RPMI-8402,SRR8615435,NA,NA,NA
RPMI8866,RPMI-8866,CVCL_1668,RPMI-8866.cel,NA,NA,RPMI-8866,NA,EGAF00000867545,EGAN00001266233,NA
RS411,RS4-11,CVCL_0093,RS4-11.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C11_246678,NA,RS4;11,NA,NA,NA,NA
RS5,RS-5,CVCL_2182,NA,NA,NA,NA,SRR8615433,NA,NA,NA
RT112,RT-112,CVCL_1670,RT-112.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H06_246788,Unk521,RT-112,SRR8615432,NA,NA,636796_1
RT11284,RT112/84,CVCL_2714,NA,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G10_578352,NA,NA,NA,NA,NA,NA
RT4,RT4,CVCL_0036,RT4.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D09_335276,Unk520,RT-4,SRR8615431,NA,NA,636872_1
RVH421,RVH-421,CVCL_1672,RVH-421.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H02_490418,NA,RVH-421,SRR8615430,EGAF00000827263,EGAN00001253227,NA
RXF393,RXF393,CVCL_1673,RXF393.cel,NA,NA,RXF 393L,NA,NA,NA,NA
S117,S-117,CVCL_1674,NA,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F05_490436,NA,S-117,SRR8615587,NA,NA,NA
SALE,SALE,CVCL_WS60,NA,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G03_780204,NA,NA,SRR8616104,NA,NA,NA
SAOS2,Saos-2,CVCL_0548,Saos-2.cel,NA,NA,SaOS-2,SRR8616101,NA,NA,NA
SARC9371,Sarc9371,CVCL_5G89,Sarc9371.CEL,NA,NA,Sarc9371,NA,EGAF00000827830,EGAN00001253228,NA
SAS,SAS,CVCL_1675,SAS.cel,NA,NA,SAS,NA,EGAF00000867546,EGAN00001266234,NA
SAT,SAT,CVCL_3160,SAT.cel,NA,NA,SAT [Human HNSCC],NA,EGAF00000867547,EGAN00001266235,NA
SBC1,SBC-1,CVCL_1676,SBC-1.cel,NA,NA,SBC-1,NA,EGAF00000826236,EGAN00001253229,NA
SBC3,SBC-3,CVCL_1678,SBC-3.cel,NA,NA,SBC-3,NA,EGAF00000826237,EGAN00001253230,NA
SBC5,SBC-5,CVCL_1679,NA,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F09_246746,NA,SBC-5,SRR8616102,NA,NA,NA
SC1,Sc-1,CVCL_1888,NA,NA,Unk118,Sc-1,NA,EGAF00000867548,EGAN00001266236,587639_1
SCABER,SCaBER,CVCL_3599,SCaBER.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B07_256038,NA,SCaBER,SRR8616099,NA,NA,NA
SCC15,SCC-15,CVCL_1681,NA,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D12_411012,Unk277,SCC-15,SRR8616100,NA,NA,636779_1
SCC25,SCC-25,CVCL_1682,SCC-25.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B01_437296,Unk405,SCC-25,SRR8616097,NA,NA,636106_1
SCC3,SCC-3,CVCL_1683,SCC-3.cel,NA,Unk120,SCC-3,NA,EGAF00000867549,EGAN00001266237,587640_1
SCC4,SCC-4,CVCL_1684,SCC-4.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E11_410996,NA,SCC-4,SRR8616098,NA,NA,NA
SCC9,SCC-9,CVCL_1685,SCC-9.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B10_464586,Unk276,SCC-9,SRR8616095,NA,NA,636107_1
SCC90,SCC90,CVCL_1899,SCC90.cel,NA,NA,NA,NA,EGAF00000867550,EGAN00001266238,NA
SCH,SCH,CVCL_1687,SCH.cel,NA,NA,SCH,NA,EGAF00000867551,EGAN00001266239,NA
SCLC21H,SCLC-21H,CVCL_0024,NA,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G09_490464,Unk596,SCLC-21H,SRR8616096,NA,NA,636140_1
SCLC22H,SCLC-22H,CVCL_2186,NA,NA,Unk579,NA,NA,NA,NA,636785_1
SEM,SEM,CVCL_0095,NA,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A04_293286,NA,SEM,SRR8615750,NA,NA,NA
SET2,Set-2,CVCL_2187,Set2.CEL,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F08_592698,Unk492,SET-2,SRR8615749,EGAF00000867560,EGAN00001266240,636849_1
SF126,SF126,CVCL_1688,SF126.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D11_437418,NA,SF126,SRR8615752,NA,NA,NA
SF172,SF-172,CVCL_V613,NA,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_E06_780200,NA,NA,SRR8615751,NA,NA,NA
SF268,SF268,CVCL_1689,SF268.cel,NA,Unk343,SF268,SRR8615746,NA,NA,636036_1
SF295,SF-295,CVCL_1690,SF295.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D04_256080,NA,SF295,SRR8615745,NA,NA,NA
SF539,SF539,CVCL_1691,SF539.cel,NA,Unk342,SF539,SRR8615748,NA,NA,636037_1
SF767,SF767,CVCL_6950,NA,NA,NA,NA,SRR8615330,NA,NA,NA
SH10TC,SH-10-TC,CVCL_5167,NA,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E06_411000,NA,SH-10-TC,SRR8615744,NA,NA,NA
SH4,SH-4,CVCL_1692,SH-4.cel,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C06_578404,NA,SH-4,SRR8616090,NA,NA,NA
SHP77,SHP-77,CVCL_1693,SHP-77.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H03_464636,NA,SHP-77,SRR8615674,NA,NA,NA
SHSY5Y,SH-SY5Y,CVCL_0019,NA,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C07_698686,NA,NA,NA,NA,NA,NA
SIGM5,SIG-M5,CVCL_1694,SIG-M5.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B11_490510,Unk331,SIG-M5,SRR8615673,NA,NA,639149_1
SIHA,SiHa,CVCL_0032,SiHa.cel,NA,Unk539,SiHa,SRR8615676,EGAF00000867561,EGAN00001266241,636041_1
SIMA,SIMA,CVCL_1695,SIMA.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A12_490504,NA,SiMa,SRR8615675,NA,NA,NA
SISO,SISO,CVCL_2193,SISO.cel,NA,NA,SiSo,NA,EGAF00000866025,EGAN00001266242,NA
SJCRH30,SJCRH30,CVCL_0041,NA,NA,Unk515,NA,NA,NA,NA,636085_1
SJRH30,SJRH30,CVCL_0041,SJRH30.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F04_335314,NA,NA,NA,EGAF00000866026,EGAN00001266243,NA
SJSA1,SJSA-1,CVCL_1697,SJSA-1.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F02_256124,NA,SJSA-1,SRR8615678,NA,NA,NA
SK23,SK23,CVCL_6027,NA,NA,Unk575,NA,NA,NA,NA,636144_1
SKBR3,SK-BR-3,CVCL_0033,NA,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G03_335336,Unk187,SK-BR-3,SRR8615677,NA,NA,587478_1
SKCO1,SK-CO-1,CVCL_0626,SK-CO-1.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E06_335294,Unk84,SK-CO-1,SRR8615680,NA,NA,587510_1
SKES1,SK-ES-1,CVCL_0627,SK-ES-1.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G04_410952,NA,SK-ES-1,SRR8615679,NA,NA,NA
SKGIIIA,SKG-IIIa,CVCL_1704,SKG-IIIa.cel,NA,NA,SKG-IIIa,NA,EGAF00000866027,EGAN00001266244,NA
SKGT2,SK-GT-2,CVCL_2194,SK-GT-2.cel,NA,NA,SK-GT-2,NA,EGAF00000866028,EGAN00001266245,NA
SKGT4,SK-GT-4,CVCL_2195,SK-GT-4.cel,NA,NA,SK-GT-4,NA,EGAF00000866029,EGAN00001266246,NA
SKHEP1,SK-HEP-1,CVCL_0525,SK-HEP-1.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F01_256122,NA,SK-HEP-1,SRR8615682,NA,NA,NA
SKLMS1,SK-LMS-1,CVCL_0628,SK-LMS-1.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B06_437534,NA,SK-LMS-1,SRR8615681,NA,NA,NA
SKLU1,SK-LU-1,CVCL_0629,SK-LU-1.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G09_256162,NA,SK-LU-1,SRR8616050,NA,NA,NA
SKM1,SKM-1,CVCL_0098,SKM-1.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H04_464638,Unk148,SKM-1,SRR8616051,NA,NA,587428_1
SKMEL1,SK-MEL-1,CVCL_0068,SK-MEL-1.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C11_437278,Unk129,SK-MEL-1,SRR8616048,NA,NA,586998_1
SKMEL2,SK-MEL-2,CVCL_0069,SK-MEL-2.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F01_246730,Unk66,SK-MEL-2,NA,EGAF00000826238,EGAN00001253231,587744_1
SKMEL24,SK-MEL-24,CVCL_0599,SK-MEL-24.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A09_256018,Unk558,SK-MEL-24,SRR8616049,NA,NA,636103_1
SKMEL28,SK-MEL-28,CVCL_0526,ega-box-03_SK-MEL-28.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B12_246656,Unk72,SK-MEL-28,SRR8616054,NA,NA,587742_1
SKMEL3,SK-MEL-3,CVCL_0550,SK-MEL-3.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A12_293302,Unk657,SK-MEL-3,SRR8616053,NA,NA,639184_1
SKMEL30,SK-MEL-30,CVCL_0039,SK-MEL-30.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F05_246738,Unk130,SK-MEL-30,SRR8616055,NA,NA,587001_1
SKMEL31,SK-MEL-31,CVCL_0600,SK-MEL-31.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C01_437548,Unk662,SK-MEL-31,SRR8616052,NA,NA,639185_1
SKMEL5,SK-MEL-5,CVCL_0527,SK-MEL-5.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F02_246732,Unk68,SK-MEL-5,SRR8616056,NA,NA,587745_1
SKMES1,SK-MES-1,CVCL_0630,SK-MES-1.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H06_293458,Unk61,SK-MES-1,SRR8616057,NA,NA,587598_1
SKMG1,SK-MG-1,CVCL_1698,SK-MG-1.cel,NA,NA,SK-MG-1,NA,EGAF00000866030,EGAN00001266247,NA
SKMM2,SK-MM-2,CVCL_1699,SK-MM-2.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F04_490502,Unk663,SK-MM-2,SRR8615503,NA,NA,639148_1
SKN,SKN,CVCL_3167,NA,NA,NA,NA,NA,EGAF00000866031,EGAN00001266248,NA
SKN3,SKN-3,CVCL_3168,SKN-3.cel,NA,NA,SKN-3,NA,EGAF00000866032,EGAN00001266249,NA
SKNAS,SK-N-AS,CVCL_1700,SK-N-AS.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C08_411042,Unk344,SK-N-AS,SRR8615502,NA,NA,636189_1
SKNBE2,SK-N-BE(2),CVCL_0528,NA,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E11_437394,NA,SK-N-BE(2),SRR8615501,NA,NA,NA
SKNDZ,SK-N-DZ,CVCL_1701,SK-N-DZ.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G05_437368,Unk564,SK-N-DZ,SRR8616147,NA,NA,636190_1
SKNEP1,SK-NEP-1,CVCL_0631,SK-NEP-1.cel,NA,NA,SK-NEP-1,SRR8615499,EGAF00000867568,EGAN00001266285,NA
SKNFI,SK-N-FI,CVCL_1702,SK-N-FI.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F10_410970,Unk361,SK-N-FI,SRR8615940,NA,NA,636816_1
SKNMC,SK-N-MC,CVCL_0530,NA,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F08_335322,NA,SK-N-MC,SRR8615497,NA,NA,NA
SKNO1,SKNO-1,CVCL_2196,NA,NA,NA,NA,SRR8615496,NA,NA,NA
SKNSH,SK-N-SH,CVCL_0531,SK-N-SH.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B02_464602,Unk494,SK-N-SH,SRR8615506,EGAF00000880558,EGAN00001266250,636868_1
SKOV3,SK-OV-3,CVCL_0532,SK-OV-3.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E07_464704,Unk225,SK-OV-3,SRR8615505,NA,NA,587686_1
SKPNDW,SK-PN-DW,CVCL_1703,SK-PN-DW.cel,NA,NA,SK-PN-DW,SRR8615859,EGAF00000826239,EGAN00001253232,NA
SKRC20,SK-RC-20,CVCL_V605,NA,NA,NA,NA,SRR8615860,NA,NA,NA
SKUT1,SK-UT-1,CVCL_0533,SK-UT-1.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B10_437558,NA,SK-UT-1,SRR8615861,NA,NA,NA
SLR20,SLR-20,CVCL_V606,NA,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G01_780370,NA,NA,SRR8615862,NA,NA,NA
SLR21,SLR-21,CVCL_V607,NA,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F11_780364,NA,NA,SRR8615863,NA,NA,NA
SLR23,SLR-23,CVCL_V609,NA,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G11_780266,NA,NA,SRR8615864,NA,NA,NA
SLR24,SLR-24,CVCL_V610,NA,NA,NA,NA,SRR8615865,NA,NA,NA
SLR25,SLR-25,CVCL_V611,NA,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F09_780206,NA,NA,SRR8615866,NA,NA,NA
SLR26,SLR-26,CVCL_V612,NA,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G05_780302,NA,NA,SRR8615851,NA,NA,NA
SLVL,SLVL,CVCL_3169,SLVL.cel,NA,NA,NA,NA,EGAF00000880559,EGAN00001266251,NA
SN12C,SN12C,CVCL_1705,SN12C.cel,NA,NA,SN12C,NA,EGAF00000881540,EGAN00001253233,NA
SNB19,SNB-19,CVCL_0535,NA,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_F04_293406,NA,NA,NA,NA,NA,NA
SNB75,SNB75,CVCL_1706,SNB75.cel,NA,NA,SNB-75,SRR8615852,NA,NA,NA
SNGM,SNG-M,CVCL_1707,SNG-M.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G08_437484,NA,SNG-M,SRR8615574,NA,NA,NA
SNU1,SNU-1,CVCL_0099,NA,NA,NA,NA,SRR8615933,NA,NA,587007_1
SNU1033,SNU-1033,CVCL_5002,NA,NA,NA,NA,SRR8615573,NA,NA,NA
SNU1040,SNU-1040,CVCL_5003,SNU-1040.cel,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F07_592806,NA,SNU-1040,SRR8615576,NA,NA,NA
SNU1041,SNU-1041,CVCL_L085,NA,NA,NA,NA,SRR8615575,NA,NA,NA
SNU1066,SNU-1066,CVCL_5005,NA,NA,NA,NA,SRR8615570,NA,NA,NA
SNU1076,SNU-1076,CVCL_5006,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C01_592648,NA,SNU-1076,SRR8615525,NA,NA,NA
SNU1077,SNU-1077,CVCL_5007,NA,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B07_698676,NA,SNU-1077,SRR8615572,NA,NA,NA
SNU1079,SNU-1079,CVCL_5008,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E10_592668,NA,SNU-1079,SRR8615571,NA,NA,NA
SNU1105,SNU-1105,CVCL_5010,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A07_592700,NA,SNU-1105,SRR8615566,NA,NA,NA
SNU119,SNU-119,CVCL_5014,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D08_592620,NA,SNU-119,SRR8615939,NA,NA,NA
SNU1196,SNU-1196,CVCL_5015,NA,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B01_698696,NA,SNU-1196,SRR8615565,NA,NA,NA
SNU1197,SNU-1197,CVCL_5016,NA,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_B10_780248,NA,NA,SRR8615938,NA,NA,NA
SNU1214,SNU-1214,CVCL_5017,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D06_592686,NA,SNU-1214,SRR8615936,NA,NA,NA
SNU1272,SNU-1272,CVCL_8788,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B08_592666,NA,SNU-1272,SRR8615937,NA,NA,NA
SNU16,SNU-16,CVCL_0076,NA,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E08_335298,Unk77,SNU-16,SRR8615934,NA,NA,587009_1
SNU175,SNU-175,CVCL_5031,SNU-175.cel,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A08_592750,NA,SNU-175,SRR8615935,EGAF00000660869,EGAN00001202179,NA
SNU182,SNU-182,CVCL_0090,SNU-182.cel,SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C03_592888,Unk493,SNU-182,SRR8615932,NA,NA,636886_1
SNU201,SNU-201,CVCL_5033,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D11_592748,NA,SNU-201,SRR8615930,NA,NA,NA
SNU213,SNU-213,CVCL_5034,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E09_592640,NA,SNU-213,SRR8615931,NA,NA,NA
SNU216,SNU-216,CVCL_3946,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G04_592674,Unk497,SNU-216,SRR8615309,NA,NA,636091_1
SNU245,SNU-245,CVCL_5038,NA,NA,NA,NA,SRR8615308,NA,NA,NA
SNU283,SNU-283,CVCL_5044,SNU-283.cel,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C02_592762,NA,SNU-283,SRR8615307,EGAF00000660870,EGAN00001202180,NA
SNU308,SNU-308,CVCL_5048,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E07_592708,NA,SNU-308,SRR8615306,NA,NA,NA
SNU324,SNU-324,CVCL_5051,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D01_592776,NA,NA,SRR8615313,NA,NA,NA
SNU349,SNU-349,CVCL_5054,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E01_592680,NA,NA,SRR8615312,NA,NA,NA
SNU387,SNU-387,CVCL_0250,NA,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B05_437304,Unk428,SNU-387,SRR8615311,NA,NA,636193_1
SNU398,SNU-398,CVCL_0077,SNU-398.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B07_437308,Unk430,SNU-398,SRR8615310,NA,NA,636063_1
SNU407,SNU-407,CVCL_5058,SNU-407.cel,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B02_592734,NA,SNU-407,SRR8615317,EGAF00000660871,EGAN00001202181,NA
